uid,type,SBU（部门）,PRD号码,产品名称,PRD号码,巴斯夫产品名称,产品别名,默认商店,线上购买链接,品牌,产品描述,产品分类,化学成分,外观,行业,特性和优点,应用行业,注册国家,"固含量
（%）",稀释剂[浓度],含水量,官能度，计算值,"分子量 
(Mw)","粘度, 25?C
(mPa.s)","粘度, 23?C
(Pa.s)",%NCO,K值,氯质量分数(%),酸值 （mg KOH/g）,"密度, 25?C (g/cm3)",玻璃化温度(?C),胺值 （mg KOH/g）,"pH 
(25oC)",最低成膜温度 (℃),冻融稳定性(-5 °C),羟值（mg KOH/g solids）,羟基含量（%基于固含）,软化点 (oC),VOC,粒径大小 nm,细度,色度 （Gardner),溶剂,包装,产地,样品包装,推荐配方,样品ART
1,default,EDR,30108288,Laromer? PE 9004,30108288,Laromer? PE 9004,Laromer? PE 9004,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"a liquid polyester acrylate used for the formulation of energy curable coatings for wood, wooden based Products, paper and plastic",95,polyester acrylate,"clear, low viscous liquid","2,6",economical resin  |  tough with good adhesion  |  balanced property profile  |  ,"used as a sole binder or in combi-nation with other unsaturated acrylic resins for the formulation of EB or UV curable coatings for wood, wood products, paper, and plastic applications#interior plastic components coating applications#interior wood coatings for flooring and furniture application",CN,,无,,2.5,,,20~ 50,,,,,,,,,,,60,,,,,,,,220kg,DE,"52921386,0,11",,52921386
1,default,EDR,30495622,Laromer? PE 9074,30495622,Laromer? PE 9074,Laromer? PE 9074,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"a polyester acrylate resin for the formulation of radiation-curable inks and coatings for wood, wood products and plastics",95,"polyester acrylate resin, free of reactive diluents",viscous liquid,"2,6",free of reactive diluents  |  high toughness  |  good chemical resistance  |  ,"be used in the formulation of radiation-curable inks and coatings for wood, wood products and plastics#used as a sole binder or in combination with other radiation-curable resins to formulate coatings curable by ultraviolet light or electron beam#the formulation of radiation-curable inks and coatings for wood, wood products and plastics",CN,,无,,2.3,,,7~ 13,,,,,,,,,,,50,,,,,,,,220kg,DE,"50119218,0,11",,50119218
1,default,EDR,30041372,Laromer? PO 43 F,30041372,Laromer? PO 43 F,Laromer? PO 43 F,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"a modified polyether acrylate for formulation of radiation curable printing inks and coatings for wood, metal and plastic applications",95,modified polyether acrylate,low-to medium-viscous liquid,"2,6",good chemical resistance  |  all-round resin  |  medium reactivity and elasticity  |  ,"used as a sole binder in UV-curable formulations for a variety of applicationsused in the formulation of radiation curable printing inks and coatings for wood, metal and plastic applications",CN,,无,,2.2,,,0.2~ 0.4,,,,,,,,,,,100,,,,,,,,220kg,DE,"50083491,0,11",,50083491
1,default,EDR,30666661,Laromer? UA 8987 N,30666661,Laromer? UA 8987 N,Laromer? UA 8987 N,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,Aliphatic urethane acrylate for radiation-curable coatings,90,"aliphatic urethane acrylate, 70% solution in HDDA","clear, medium-viscous liquid",6,weather resistant  |  chemical resistant  |  scratch resistant  |  ,"Scratch- and weathering- resistant, low yellowing for outdoor applications",CN,,HDDA [30%],,2.4,,,4~ 6,,,,,,,,,,,11,,,,,,,,200kg  |  1000kg  |  ,DE,"50510857,0,11",,50510857
1,default,EDR,30220564,Laromer? UA 9029,30220564,Laromer? UA 9029,Laromer? UA 9029,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,Aliphatic urethane acrylate for radiation-curable coatings,90,"aliphatic urethane acrylate, 70% solution in butyl acetate","clear, low-viscous liquid",2,weather resistant  |  chemical resistant  |  scratch resistant  |  ,"Excellent weathering-, scratch-, and chemical- resistant, especially for outdoor applications",CN,,乙酸丁酯[30%],,2,,,0.3~ 1.0,,,,,,,,,,,11,,,,,,,,200kg,DE,"56322450,0,11",,56322450
1,default,EDR,30674275,Laromer? UA 9033 N,30674275,Laromer? UA 9033 N,Laromer? UA 9033 N,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,a urethane acrylate oligomer useful in UV/EB curing compositions. It is a useful component in wood coating formulations and roller coat varnishes as well as UV-inks,90,"aliphatic urethane acrylate, 70% solution in Laromer? LR 8887","clear, medium-viscous liquid",2,highly elastic  |  low yellowing  |  good adhesion  |  medium reactivity,mainly used as combination resin in UV- coatings and UV-inks to increase elasticity,CN,,Laromer? LR 8887 [30%],,2.8,,,15~ 25,,,,,,,,,,,6,,,,,,,,200kg,DE,"50535677,0,11",,50535677
1,default,EDR,30277030,Laromer? UA 9047,30277030,Laromer? UA 9047,Laromer? UA 9047,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,a urethane acrylate oligomer useful in UV/EB curing compositions. It is a useful component in wood coating formulations and roller coat varnishes as well as UV-inks,90,"aliphatic urethane acrylate, 70% solution in butyl acetate","clear, medium-viscous liquid",2,scratch resistant  |  physical drying properties  |  weather resistant  |  high functionality,"wood coating#roller coat varnishes#UV-inks, specially screen inks",CN,,乙酸丁酯[30%],,3.5,,,2~ 7,,,,,,,,,,,30,,,,,,,,200kg,DE,"53037087,0,11",,53037087
1,default,EDR,30277029,Laromer? UA 9048,30277029,Laromer? UA 9048,Laromer? UA 9048,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"an aliphatic urethane acrylate, diluted with 25% DPGDA used for the formulations of UV/EB curable coatings onto wood, paper and plastic substrates. This product exhibits a very high scratch, abrasion and chemical resistance",90,"aliphatic urethane acrylate, 75% solution in DPGDA","clear, high-viscous liquid","2,6",solvent free  |  low viscosity  |  combination of isocyanurate and allophanate structures  |  high weather resistance,mainly used for wood and plastic coatings,CN,,DPGDA [25%],,7.5,,,10~ 20,,,,,,,,,,,10,,,,,,,,200kg,DE,"52899552,0,11",,52899552
1,default,EDR,30277028,Laromer? UA 9050,30277028,Laromer? UA 9050,Laromer? UA 9050,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,a urethane acrylate oligomer useful in UV/EB curing compositions. It is a useful component in wood coating formulations and roller coat varnishes as well as UV-inks,90,"aliphatic urethane acrylate, 80% solution in butyl acetate","clear, medium-viscous liquid",2,scratch resistant  |  chemical resistant  |  weather resistant  |  ,wood coating#roller coat varnishes#UV-inks,CN,,乙酸丁酯[20%],,8.3,,,1.5~ 5.0,,,,,,,,,,,30,,,,,,,,,DE,"54482452,0,11",,54482452
1,default,EDR,30492024,Laromer? UA 9072,30492024,Laromer? UA 9072,Laromer? UA 9072,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,an aliphatic urethane acrylate used for the recipes of UV/EB curable coatings. This is the candidate of choice when extreme flexibility and high toughness are required,90,"aliphatic urethane acrylate, 70% solution in Laromer? TBCH","clear, high-viscous liquid",2,high elastic  |  tear resistant  |  low yellowing  |  good adhesion,Used as combination resin in UV-coatings and UV-inks to increase elasticity,CN,,TBCH [30%],,2.9,,,2~ 15 (60℃),,,,,,,,,,,6,,,,,,,,,DE,"50103580,0,11",,50103580
1,default,EDR,30460350,Laromer? UA 9065,30460350,Laromer? UA 9065,Laromer? UA 9065,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"an aromatic urethane acrylate used for the recipes of UV/EB curable coatings onto wood, paper and plastic substrates. This product displays a very good abrasion resistance (falling sand test).",90,"aromatic urethane acrylate, 65% solution in DPGDA","Clear to slight turbid, high viscous liquid","2,6",high reactive  |  good flexibility  |  abrasion resistant (falling sand)  |  ,"for coatings on wood, plastic or metal",CN,,DPGDA [35%],,3.5,,,7~ 9,,,,,,,,,,,5,,,,,,,,200kg  |  1000kg  |  ,DE,"53513188,0,11",,53513188
1,default,EDR,30041379,Laromer? PO 94 F,30041379,Laromer? PO 94 F,Laromer? PO 94 F,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"Amine-modified polyether acrylate for the formulation of radiation curable coatings and printing inks for wood, wood based-products, paper and plastics",89,amine modified polyether acrylate,"clear, medium viscous liquid","2,6",outstanding reactivity  |  excellent film forming properties  |  high solvent resistance  |  polymer according to EU definitions,UV/EB inks and UV/EB overprint varnishes in graphic arts#pigmented and non-pigmented UV/EB lacquers in wood coatings#could be used in wood coatings as a sole binder for spray- and curtain coating applications,CN,,无,,2.6,,,0.3~ 0.6,,,,,,,,,,,39,,,,,,,,200kg,DE,"50016533,0,11",,50016533
1,default,EDR,30082376,Laromer? PO 8996,30082376,Laromer? PO 8996,Laromer? PO 8996,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"a modified polyether acrylate for the formulation of radiation curable coatings and printing inks for wood, wood-based products, paper and plastics",89,amine modified polyether acrylate,"clear, low viscous liquid","2,6",moderate curing speed  |  low viscosity  |  good thinning properties in emission free UV curable spray coatings  |  ,UV/EB inks and UV/EB overprint varnishes in graphic arts#pigmented and non-pigmented UV/EB lacquers in wood coatings#spray- and curtain coating applications,CN,,无,,2.6,,,0.05~ 0.09,,,,,,,,,,,25,,,,,,,,200kg,DE,"51300487,0,11",,51300487
1,default,EDR,30131629,Laromer? PE 55 Aqua,30131629,Laromer? PE 55 Aqua,Laromer? PE 55 Aqua,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"Emulsified acrylic resin for the formulation of radiation curable coatings for wood, wood products and plastic applications",91,water based UV curable acrylic emulsion,opaque liquid with medium viscosity,"2,6",tough and flexible film  |  low surface roughness in wooden substrates  |  good chemical resistance  |  tacky before UV curing step,"has been developed for pigmented and unpigmented primers and topcoats for wooden furniture and plastics where low tack before UV step is not necessary.#can be applied by means of curtain-, spray- and roller coating in high speed coating equipment#suitable for the development of waterborne UV curable hydroprimers to achieve best adhesion on wooden substrates.",CN,,水 [50%],,3.7,,,0.25~ 0.65,,,,,,,,4~ 6,,,,,,,,,,,200kg,DE,"57319512,0,11",,57319512
1,default,EDR,30057680,Laromer? UA 8983 Aqua,30057680,Laromer? UA 8983 Aqua,Laromer? UA 8983 Aqua,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"Urethane modified acrylic resin for the formulation of radiation curable coatings for wood, wood products, paper and plastics (e.g. PVC)",91,water based urethane acrylate dispersion,"clear, low viscosity liquid","2,6",high reactivity  |  excellent film forming properties  |  polymer according to EU definitions  |  ,"for the formulation of radiation curable coatings for wood, wood products, paper and plastics (e.g. PVC)",CN,,水 [60%],,1.6,,,6~ 8,,,,,,,,6~ 8,,,,,,,,,,,200kg  |  220kg  |  ,DE,,,0
1,default,EDR,30423671,Laromer? UA 9059 Aqua,30423671,Laromer? UA 9059 Aqua,Laromer? UA 9059 Aqua,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"it is for the formulation of radiation curable coatings for inks, wood, wood products, paper and plastic applications",91,"aliphatic urethane acrylate, 70% dissolved in water",medium-to high-viscosity liquid,"2,6",excellent adhesion on wood  |  very flexible  |  excellent coin-test results  |  ,for the formulation of radiation curable coatings#as a hydroprimer on different wood substrates#,CN,,水 [30%],,2,,,6.5~ 8,,,,,,,,6.5~ 8,,,,,,,,,,,220kg,DE,"57647505,0,11",,57647505
1,default,EDR,30527074,Laromer? PA 9083,30527074,Laromer? PA 9083,Laromer? PA 9083,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,an acrylated phosphoric acid ester. Due to the high acid value and the phosphorus content of approx. 12 % it acts as an excellent adhesion promoter and flame-retardant co-binder in UV curable coatings,96,acrylated phosphoric acid ester,low viscous liquid,6,achieves excellent adhesion on metal and plastic  |  flame-retardant (halogen-free)  |  use as a co-binder  |  ,"used as a co-binder in radiation-curable coatings, where it improves adhesion on metal and various plastic substrates#can be also added as halogen-free flame retardant#",CN,,无,,1,,,1.2~ 3.5,,,,,,,,,,,,,,,,,,,25kg  |  30kg  |  ,DE,"50196035,0,11",,50196035
1,default,EDR,30156421,Laromer? PR 9013,30156421,Laromer? PR 9013,Laromer? PR 9013,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"UV resin for the formulation of radiation curable coatings and printing inks for wood, wood-based products, paper and plastics, with excellent pigment wetting",96,solution of inert resin in ethoxylated trimethylolpropane triacrylate,"clear, high viscous liquid","2,6",excellent pigment wetting properties  |  low shrinkage high flexibility  |  outstanding ink/water balance in UV offset  |  good adhesion to plastics,"can be used as sole or co-binder to formulate either radiation curable pigment pastes or UV offset, UV letterpress and UV screen inks.",CN,,无,,1.5,,,45~ 70,,,,,,,,,,,25,,,,,,,,200kg,DE,"57327853,0,11",,57327853
1,default,EDR,30215796,Laromer? PO 9026,30215796,Laromer? PO 9026,Laromer? PO 9026,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"a polyether acrylate resin with ca. 50 % nano-scale silica content for the formulation of radiation-curable coatings for plastics, wood and wood products",96,"polyether acrylate resin, free of reactive diluents with nano-silica",low viscous liquid,"2,6",excellent scratch resistance  |  free of reactive diluents  |  high hardness  |  ,"recommended to be used in combination with other radiation-curable resins to formulate UV/EB curable coatings for wood, wood products and plastics",CN,,无,,1.5,,,0.6~ 1.5,,,,,,,,,,,,,,,,,,,250kg,DE,"54983405,0,11",,54983405
1,default,EDR,30332823,Laromer? PR 9052,30332823,Laromer? PR 9052,Laromer? PR 9052,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"used for the formulation of radiation curable putties, primers and topcoats for wood, wood products and plastic applications.",96,special acrylate dissolved in TMPTA,medium- to high-viscosity liquid,"2,6","abrasion resistance in flooring applications according to “S 42, S 33”  |  high hardness  |  high scratch resistance  |  ","used for the formulation of radiation curable putties, primers and topcoats for wood, wood products and plastic applications",CN,,TMPTA[60%],,6,,,4.8~ 8.0,,,,,,,,,,,,,,,,,,,1000kg  |  220kg  |  ,ES,"53051557,0,11",,53051557
1,default,EDR,30169160,Laromer? PR 9000,30169160,Laromer? PR 9000,Laromer? PR 9000,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,44,"Low-viscous isocyanate-functional unsaturated acrylic ester resin, based on allophanated hexamethylene diisocyanate, for dual-cure coatings resistant to light and weathering",96,isocyanate functional aliphatic urethane acrylate,low viscous liquid,"2,6,10","dual cure mechanism (UV-reactive plus isocyanate functionality)  |  solvent free, 100% solids system  |  excellent adhesion even on oily surfaces (tropical wood)  |  improved through cure via reaction of NCO with OH",one-pack application is suitable for both porous substrates and those with poor adhesion properties,CN,,无,,2 ， 2NCO,,,1~ 1.4,,,,,,,,,,,,,,,,,,,230kg,DE,"57904553,0,11",,57904553
